raw_index,checklist_id,city,daypart,weather,canonical_filename,mapping_status,confidence,evidence,source_filename,source_part,sha256,repo_asset,source_archive_path
058,418,Vancouver,Day,Snow,418-vancouver-day-snow.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,distinctive landmark/skyline visual match,raw-058__snowy_urban_landscape_with_mountains.png,1,5ec006b581cf95195625e1ddd80270634347f87c501a623947eb48bbd0b3f522,assets/city-backgrounds/v1/duplicates/418/raw-058--vancouver--day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/418--vancouver--day-snow/DUPLICATE-CANONICAL-01__raw-058__raw-058__snowy_urban_landscape_with_mountains.png
059,411,Singapore,Day,Snow,411-singapore-day-snow.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-059__winter_snowfall_over_singapore_skyline.png,1,02b849e801b21cc7e2845fc48c79038754624e406e192e759344dc9597157372,assets/city-backgrounds/v1/cities/singapore/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/411--singapore--day-snow/PRIMARY__raw-059__raw-059__winter_snowfall_over_singapore_skyline.png
060,409,Shanghai,Day,Snow,409-shanghai-day-snow.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-060__snowy_urban_skyline_with_river_view.png,1,ff5fbcce6ae77828bcc02f55c8ddfb02f65c7e58265c83f9dd609b0c60ec9e96,assets/city-backgrounds/v1/cities/shanghai/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/409--shanghai--day-snow/PRIMARY__raw-060__raw-060__snowy_urban_skyline_with_river_view.png
061,408,Kyoto,Day,Snow,408-kyoto-day-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-061__winter_cityscape_with_japanese_temple.png,1,732b3b3e25aa5b5245a356ce037baebe9399b2bb9e89e749e907875e6a88873d,assets/city-backgrounds/v1/cities/kyoto/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/408--kyoto--day-snow/PRIMARY__raw-061__raw-061__winter_cityscape_with_japanese_temple.png
062,413,Seoul,Day,Snow,413-seoul-day-snow.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-062__winter_cityscape_under_snow_and_haze.png,1,4fd69671faa67ead7063c4a46754b0c67793bf63ccbd19bcab7cbf4cf9e6f88b,assets/city-backgrounds/v1/cities/seoul/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/413--seoul--day-snow/PRIMARY__raw-062__raw-062__winter_cityscape_under_snow_and_haze.png
063,414,Beijing,Day,Snow,414-beijing-day-snow.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-063__snow_covered_cityscape_with_skyscrapers_and_roofto.png,1,e45dc843a1feae90ff8e4c045e24e2ac327f8cec2e3e0678d4c0ced01611767d,assets/city-backgrounds/v1/cities/beijing/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/414--beijing--day-snow/PRIMARY__raw-063__raw-063__snow_covered_cityscape_with_skyscrapers_and_roofto.png
064,407,Hong Kong,Day,Snow,407-hong-kong-day-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-064__snowy_winter_cityscape_with_harbor_view.png,1,f3388c4dd1776e4b7d037667de94107c85c27afa9da9b8b8380d8880a4b44a10,assets/city-backgrounds/v1/cities/hong-kong/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/407--hong-kong--day-snow/PRIMARY__raw-064__raw-064__snowy_winter_cityscape_with_harbor_view.png
065,415,Dubai,Day,Snow,415-dubai-day-snow.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-065__snowy_dubai_skyline_with_snowfall.png,1,9fb99e5c870de3908c90623ebd78e9d77104d606b66020b95425955750c8026d,assets/city-backgrounds/v1/cities/dubai/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/415--dubai--day-snow/PRIMARY__raw-065__raw-065__snowy_dubai_skyline_with_snowfall.png
066,412,San Francisco,Day,Snow,412-san-francisco-day-snow.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-066__snowy_cityscape_with_bridge_and_distant_skyline.png,1,737d0d49b351d0001aa40069d23886bdcaf78c528503bdfe6d88ac9e12597eec,assets/city-backgrounds/v1/cities/san-francisco/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/412--san-francisco--day-snow/PRIMARY__raw-066__raw-066__snowy_cityscape_with_bridge_and_distant_skyline.png
067,410,London,Day,Snow,410-london-day-snow.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-067__winter_skyline_over_snowy_london.png,1,78f741a1ebd724d69231cd29b4f0303cc6fe94b2620a72e17815fb5cab1e90cf,assets/city-backgrounds/v1/cities/london/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/410--london--day-snow/PRIMARY__raw-067__raw-067__winter_skyline_over_snowy_london.png
068,416,Sydney,Day,Snow,416-sydney-day-snow.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-068__snowy_winter_day_over_sydney_skyline.png,2,55a4b76b388b7014297b9bc44c94e64abd92d52332bed49c1a653b578cec432b,assets/city-backgrounds/v1/cities/sydney/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/416--sydney--day-snow/PRIMARY__raw-068__raw-068__snowy_winter_day_over_sydney_skyline.png
069,399,Kuala Lumpur,Night,Storm,399-kuala-lumpur-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-069__stormy_cityscape_with_twin_towers.png,2,c6539c082d0a2b86bf4fc54fbb21d78edcb8adb6131431e9f5e9a237013f9aea,assets/city-backgrounds/v1/cities/kuala-lumpur/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/399--kuala-lumpur--night-storm/PRIMARY__raw-069__raw-069__stormy_cityscape_with_twin_towers.png
070,362,Los Angeles,Night,Storm,362-los-angeles-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-070__stormy_night_over_coastal_city.png,2,cce93ff2673c78c38e49f9516a49d8087443949ad7c5519b6d93122e03507219,assets/city-backgrounds/v1/cities/los-angeles/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/362--los-angeles--night-storm/PRIMARY__raw-070__raw-070__stormy_night_over_coastal_city.png
071,404,Boston,Day,Snow,404-boston-day-snow.png,PRIMARY_FOR_SLOT,MEDIUM,manual visual skyline/architecture match,raw-071__snowy_cityscape_with_historic_waterfront_charm.png,2,395ce53078bdc9b2000e5f1c033c6ec7c92a2d23f8e2fc736f3f941bceb3af8d,assets/city-backgrounds/v1/cities/boston/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/404--boston--day-snow/PRIMARY__raw-071__raw-071__snowy_cityscape_with_historic_waterfront_charm.png
072,401,Manila,Night,Storm,401-manila-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-072__stormy_night_over_the_coastal_skyline.png,2,77df6944bef341ff8c4ce2fc09edfb8d643d02a60d34451f48e8794da68abe32,assets/city-backgrounds/v1/cities/manila/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/401--manila--night-storm/PRIMARY__raw-072__raw-072__stormy_night_over_the_coastal_skyline.png
073,363,Chicago,Night,Storm,363-chicago-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-073__stormy_cityscape_with_lightning_and_rain.png,2,d51b165e7962698e2904166a0e19424dba84250ab82ac24a4c345ea01b28c9e9,assets/city-backgrounds/v1/cities/chicago/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/363--chicago--night-storm/PRIMARY__raw-073__raw-073__stormy_cityscape_with_lightning_and_rain.png
074,406,Paris,Day,Snow,406-paris-day-snow.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-074__snowy_paris_cityscape_with_eiffel_tower.png,2,a51eee8b32822d86db32e2e24763aeba049dfc868e991d151ec83304733535f4,assets/city-backgrounds/v1/cities/paris/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/406--paris--day-snow/PRIMARY__raw-074__raw-074__snowy_paris_cityscape_with_eiffel_tower.png
075,402,Los Angeles,Day,Snow,402-los-angeles-day-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-075__snowy_cityscape_with_palm_trees_and_skyline.png,2,f79794d426a83970a14c58942d88c4267004c0c73473ba3173fb1a8cd50ea49d,assets/city-backgrounds/v1/cities/los-angeles/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/402--los-angeles--day-snow/PRIMARY__raw-075__raw-075__snowy_cityscape_with_palm_trees_and_skyline.png
076,403,New York,Day,Snow,403-new-york-day-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-076__snowy_waterfront_cityscape_with_skyline.png,2,05c7ddfc8b76e9a500570c45fd0f32813d8270a9f17cd6f40c954d146d1bae20,assets/city-backgrounds/v1/cities/new-york/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/403--new-york--day-snow/PRIMARY__raw-076__raw-076__snowy_waterfront_cityscape_with_skyline.png
077,398,Delhi,Night,Storm,398-delhi-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-077__thunderstorm_over_illuminated_cityscape.png,2,2f801625ef851906b3f75e402027ffa9cc654e0e35384ee91f1288f07b3a8f45,assets/city-backgrounds/v1/cities/delhi/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/398--delhi--night-storm/PRIMARY__raw-077__raw-077__thunderstorm_over_illuminated_cityscape.png
078,405,Tokyo,Day,Snow,405-tokyo-day-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-078__snowy_winter_cityscape_with_towering_buildings.png,2,2d8e2f833d7440d5709759c590678899caa2f4963b31fd13ba010ee587bea8dd,assets/city-backgrounds/v1/cities/tokyo/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/405--tokyo--day-snow/PRIMARY__raw-078__raw-078__snowy_winter_cityscape_with_towering_buildings.png
079,387,Milan,Night,Storm,387-milan-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-079__stormy_city_skyline_with_gothic_cathedral.png,2,82a05e6a3d12aba76c8d8e1dcec0f581040b86077e4e311b3c537acd2702b1df,assets/city-backgrounds/v1/cities/milan/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/387--milan--night-storm/PRIMARY__raw-079__raw-079__stormy_city_skyline_with_gothic_cathedral.png
080,396,Bangkok,Night,Storm,396-bangkok-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-080__stormy_cityscape_with_temple_reflections.png,2,abbe8f6c2ff0e3d8b74e049c35db2e8653da169f07da26981473dfc4da9f6c76,assets/city-backgrounds/v1/cities/bangkok/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/396--bangkok--night-storm/PRIMARY__raw-080__raw-080__stormy_cityscape_with_temple_reflections.png
081,388,Berlin,Night,Storm,388-berlin-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-081__stormy_city_skyline_at_night.png,2,6faeb3d5aaeb4e0277791f773c87da6eb4d4381072a68324b7770ae568af64ea,assets/city-backgrounds/v1/cities/berlin/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/388--berlin--night-storm/PRIMARY__raw-081__raw-081__stormy_city_skyline_at_night.png
082,392,Istanbul,Night,Storm,392-istanbul-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-082__stormy_night_over_a_lit_city.png,2,85547460bf29c736fd99a0b15ce83657318df911e84201a33430ce170757183a,assets/city-backgrounds/v1/cities/istanbul/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/392--istanbul--night-storm/PRIMARY__raw-082__raw-082__stormy_night_over_a_lit_city.png
083,365,Boston,Night,Storm,365-boston-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-083__stormy_city_skyline_by_the_river.png,2,1f58ed7ac9a4b1b1c73302b5a40d61e27cd03486610c4c6f0d73ad4b91a188c1,assets/city-backgrounds/v1/cities/boston/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/365--boston--night-storm/PRIMARY__raw-083__raw-083__stormy_city_skyline_by_the_river.png
084,394,Cape Town,Night,Storm,394-cape-town-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-084__stormy_city_night_from_the_pier.png,2,f9346f658499b7eb06e768893ae610c69c2bb0e6eb726c26cfcd421548140347,assets/city-backgrounds/v1/cities/cape-town/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/394--cape-town--night-storm/PRIMARY__raw-084__raw-084__stormy_city_night_from_the_pier.png
085,395,Nairobi,Night,Storm,395-nairobi-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-085__thunderstorm_over_a_glowing_city.png,2,324cd8694fccd57638aca1e9197b9d65eda643d58fa54180568e8c0b65fcccf6,assets/city-backgrounds/v1/cities/nairobi/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/395--nairobi--night-storm/PRIMARY__raw-085__raw-085__thunderstorm_over_a_glowing_city.png
086,389,Amsterdam,Night,Storm,389-amsterdam-night-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-086__stormy_canal_night_in_amsterdam.png,2,ef92e46f0404971c5f9891a0726eed189e4ded1d334c69a1e5251228cdbd0d7a,assets/city-backgrounds/v1/cities/amsterdam/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/389--amsterdam--night-storm/PRIMARY__raw-086__raw-086__stormy_canal_night_in_amsterdam.png
087,391,Prague,Night,Storm,391-prague-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-087__stormy_night_over_a_historic_city.png,2,aa0c0a01abdd8733ae4cbfc270d11e1491769aaacc7dc02aca457c07944a0bf8,assets/city-backgrounds/v1/cities/prague/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/391--prague--night-storm/PRIMARY__raw-087__raw-087__stormy_night_over_a_historic_city.png
088,385,Barcelona,Night,Storm,385-barcelona-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-088__stormy_cityscape_with_illuminated_cathedral.png,2,ca900bf9740176e504d340980b4045c4303be767d6c7361471a82600355ef476,assets/city-backgrounds/v1/cities/barcelona/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/385--barcelona--night-storm/PRIMARY__raw-088__raw-088__stormy_cityscape_with_illuminated_cathedral.png
089,386,Rome,Night,Storm,386-rome-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-089__stormy_cityscape_with_illuminated_basilica.png,2,12a439ae0a59287f6513e4d93f8cd6a50932858c2fb7b3a88a818fa638dcc81d,assets/city-backgrounds/v1/cities/rome/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/386--rome--night-storm/PRIMARY__raw-089__raw-089__stormy_cityscape_with_illuminated_basilica.png
090,381,São Paulo,Night,Storm,381-sao-paulo-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-090__stormy_cityscape_with_glowing_skyline.png,2,a99be7411b21b8dbbe19f61a729d16aac94b1a18dc2923a5c6d63b22f979f7b7,assets/city-backgrounds/v1/cities/sao-paulo/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/381--sao-paulo--night-storm/PRIMARY__raw-090__raw-090__stormy_cityscape_with_glowing_skyline.png
091,380,Mexico City,Night,Storm,380-mexico-city-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-091__stormy_night_over_the_city_skyline.png,2,2e07d85e47f4713b38082670cbe57f99bf325fcb01163c1dbfb7864c22680ed3,assets/city-backgrounds/v1/cities/mexico-city/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/380--mexico-city--night-storm/PRIMARY__raw-091__raw-091__stormy_night_over_the_city_skyline.png
092,382,Rio de Janeiro,Night,Storm,382-rio-de-janeiro-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-092__stormy_cityscape_with_mountain_peak.png,2,b0c11ef652815d50f6aa6451ea4a761701b81b0bee7963b14c9983bfde26873b,assets/city-backgrounds/v1/cities/rio-de-janeiro/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/382--rio-de-janeiro--night-storm/PRIMARY__raw-092__raw-092__stormy_cityscape_with_mountain_peak.png
093,377,Sydney,Night,Storm,377-sydney-night-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-093__sydney_harbour_under_a_stormy_sky.png,2,41b38d28e71c5c521b45938bb9be39536bdee5634dec93cf403903e2d06f9bf0,assets/city-backgrounds/v1/cities/sydney/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/377--sydney--night-storm/PRIMARY__raw-093__raw-093__sydney_harbour_under_a_stormy_sky.png
094,379,Vancouver,Night,Storm,379-vancouver-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-094__stormy_cityscape_with_stormy_waterfront_reflection.png,2,174b542668f13647b33b4e3444ac511dadee87bfc9a7797a5aca4619d0101319,assets/city-backgrounds/v1/cities/vancouver/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/379--vancouver--night-storm/PRIMARY__raw-094__raw-094__stormy_cityscape_with_stormy_waterfront_reflection.png
095,378,Toronto,Night,Storm,378-toronto-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-095__stormy_cityscape_with_reflections_at_night.png,2,72fc939bfe01d7629e074e1d2939e655dc06522b59822631a5fd4705cd24b0fb,assets/city-backgrounds/v1/cities/toronto/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/378--toronto--night-storm/PRIMARY__raw-095__raw-095__stormy_cityscape_with_reflections_at_night.png
096,376,Dubai,Night,Storm,376-dubai-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-096__stormy_cityscape_with_waterfront_reflections.png,2,7025489f6aa334652c888a2769b5413bb7c9dcd57ca6821f2d73c31afd9f8bad,assets/city-backgrounds/v1/cities/dubai/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/376--dubai--night-storm/PRIMARY__raw-096__raw-096__stormy_cityscape_with_waterfront_reflections.png
097,374,Seoul,Night,Storm,374-seoul-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-097__stormy_city_skyline_with_glowing_bridge.png,2,b1014b29c252fb8d1cc2ad8d1a5246a4d34dcf1d6a1839fbe12b01f05bf47e7c,assets/city-backgrounds/v1/cities/seoul/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/374--seoul--night-storm/PRIMARY__raw-097__raw-097__stormy_city_skyline_with_glowing_bridge.png
098,371,London,Night,Storm,371-london-night-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-098__stormy_night_over_london_s_skyline.png,2,be702697f9a290c7705752c3aad5ef21e1cab66ea29567586367ffe1752753bf,assets/city-backgrounds/v1/cities/london/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/371--london--night-storm/PRIMARY__raw-098__raw-098__stormy_night_over_london_s_skyline.png
099,367,Paris,Night,Storm,367-paris-night-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-099__stormy_paris_night_with_glistening_rooftops.png,2,36e535029925ad5ea431bdecd377c8d6b13d410e1d4dcf7bd238179deef1e370,assets/city-backgrounds/v1/cities/paris/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/367--paris--night-storm/PRIMARY__raw-099__raw-099__stormy_paris_night_with_glistening_rooftops.png
100,368,Hong Kong,Night,Storm,368-hong-kong-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-100__stormy_city_skyline_over_harbor.png,2,0be6f748cbb1c173b91fdbe5bb948727da68806777431f9b8070547d1a65c497,assets/city-backgrounds/v1/cities/hong-kong/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/368--hong-kong--night-storm/PRIMARY__raw-100__raw-100__stormy_city_skyline_over_harbor.png
101,372,Singapore,Night,Storm,372-singapore-night-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-101__singapore_stormy_skyline_at_night.png,2,0f3f5fdc976009c719520de1efda45e25ab7082d018b99c8ef342ed1a421bfe4,assets/city-backgrounds/v1/cities/singapore/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/372--singapore--night-storm/PRIMARY__raw-101__raw-101__singapore_stormy_skyline_at_night.png
102,369,Kyoto,Night,Storm,369-kyoto-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-102__stormy_night_over_a_traditional_city.png,2,9715fe096936572f03789cc9837977ee1678124c7d4eaf0254fecb0f0355a5b8,assets/city-backgrounds/v1/cities/kyoto/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/369--kyoto--night-storm/PRIMARY__raw-102__raw-102__stormy_night_over_a_traditional_city.png
103,376,Dubai,Night,Storm,376-dubai-night-storm.png,DUPLICATE_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-103__stormy_cityscape_with_lightning_reflections.png,2,f534de2873ffc55b4c2cdc8921b33bbc5fc0ef4d95050eb7b6f869577f78c37b,assets/city-backgrounds/v1/duplicates/376/raw-103--dubai--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/376--dubai--night-storm/DUPLICATE-01__raw-103__raw-103__stormy_cityscape_with_lightning_reflections.png
104,370,Shanghai,Night,Storm,370-shanghai-night-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-104__city_skyline_under_stormy_night_sky.png,2,28cce569050ac8d0d34fb0054ebd9354c5ce49a09599091196ddedefdb2e1e3d,assets/city-backgrounds/v1/cities/shanghai/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/370--shanghai--night-storm/PRIMARY__raw-104__raw-104__city_skyline_under_stormy_night_sky.png
105,366,Tokyo,Night,Storm,366-tokyo-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-105__stormy_cityscape_with_lightning_and_towers.png,2,3675cc1cdb5aba1b58f933ec1f060c269647858c6c8209c374cd1123d0386cb8,assets/city-backgrounds/v1/cities/tokyo/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/366--tokyo--night-storm/PRIMARY__raw-105__raw-105__stormy_cityscape_with_lightning_and_towers.png
106,358,Delhi,Day,Storm,358-delhi-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-106__stormy_cityscape_with_historic_architecture.png,2,a06f13c664f1a0a504416722486d6772c15b4d060744238b50612fe4b1b0cd3a,assets/city-backgrounds/v1/cities/delhi/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/358--delhi--day-storm/PRIMARY__raw-106__raw-106__stormy_cityscape_with_historic_architecture.png
107,359,Kuala Lumpur,Day,Storm,359-kuala-lumpur-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-107__storm_over_kuala_lumpur_skyline.png,2,ea76ee9fd121320661f529249c54e3272cc443e3492aaf7ac3687309976c7b4b,assets/city-backgrounds/v1/cities/kuala-lumpur/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/359--kuala-lumpur--day-storm/PRIMARY__raw-107__raw-107__storm_over_kuala_lumpur_skyline.png
108,361,Manila,Day,Storm,361-manila-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-108__moody_coastal_city_under_storm_clouds.png,2,444eb500f061085eddbb6cbe0d52f6d5c82481eecfaefab110af40bd0e2b4be7,assets/city-backgrounds/v1/cities/manila/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/361--manila--day-storm/PRIMARY__raw-108__raw-108__moody_coastal_city_under_storm_clouds.png
109,361,Manila,Day,Storm,361-manila-day-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-109__storm_over_waterfront_cityscape_at_dusk.png,2,e9e6d85828e666af53c5bc8e9238be253686100988e0683106b980fbd9b3f9aa,assets/city-backgrounds/v1/duplicates/361/raw-109--manila--day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/361--manila--day-storm/DUPLICATE-01__raw-109__raw-109__storm_over_waterfront_cityscape_at_dusk.png
110,360,Jakarta,Day,Storm,360-jakarta-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-110__stormy_cityscape_with_rain_soaked_river.png,2,d4be2dbe1a39bc545a2e36b419a0e2573ba148154158d847d7e8bbefdb3a2555,assets/city-backgrounds/v1/cities/jakarta/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/360--jakarta--day-storm/PRIMARY__raw-110__raw-110__stormy_cityscape_with_rain_soaked_river.png
111,363,Chicago,Night,Storm,363-chicago-night-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-111__stormy_city_skyline_by_the_waterfront.png,2,3e3445297bddfdf856dc732b385fd74263f3e499ba3328c163f2e55294b00752,assets/city-backgrounds/v1/duplicates/363/raw-111--chicago--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/363--chicago--night-storm/DUPLICATE-01__raw-111__raw-111__stormy_city_skyline_by_the_waterfront.png
112,348,Berlin,Day,Storm,348-berlin-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-112__stormy_cityscape_with_urban_skyline.png,2,b893ec6161ceecb4d8eea4923a2abe9066c0c75ed6360d97f38ccce21ad7f56b,assets/city-backgrounds/v1/cities/berlin/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/348--berlin--day-storm/PRIMARY__raw-112__raw-112__stormy_cityscape_with_urban_skyline.png
113,364,New York,Night,Storm,364-new-york-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-113__stormy_night_over_the_city_bridge.png,2,0b129bfe586fa757c5879ee62e6e627bcfe567b36c125fe31bf9e23c5e74f50b,assets/city-backgrounds/v1/cities/new-york/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/364--new-york--night-storm/PRIMARY__raw-113__raw-113__stormy_night_over_the_city_bridge.png
114,365,Boston,Night,Storm,365-boston-night-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-114__stormy_city_waterfront_at_night.png,2,eeee851f677a54cafe777fb80f6804e24ffefe3e7951e7ad446f26044220d40b,assets/city-backgrounds/v1/duplicates/365/raw-114--boston--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/365--boston--night-storm/DUPLICATE-01__raw-114__raw-114__stormy_city_waterfront_at_night.png
115,362,Los Angeles,Night,Storm,362-los-angeles-night-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-115__stormy_city_lights_and_skyline.png,2,6655e0145ae8dd73acd5569a62ea6cfd6b6989a8de6fb5e45c86180e35e9e2a0,assets/city-backgrounds/v1/duplicates/362/raw-115--los-angeles--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/362--los-angeles--night-storm/DUPLICATE-01__raw-115__raw-115__stormy_city_lights_and_skyline.png
